,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
16617,S187677,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,2,80.0,20131200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16624,S187965,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,17107200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16626,S188068,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,24796800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16633,S188360,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,23846400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16641,S188716,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,17107200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16683,S190193,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16684,S190194,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16687,S190287,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,2,80.0,19785600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16689,S190422,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,16675200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16693,S190474,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,19699200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16712,S190807,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,15462000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17363,S47870,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,31.3,24451200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17371,S49116,0,0,1,0,0,0,0,0,1,0,1,0,0,158,0.0,0,31.3,21859200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17457,S54349,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,32.8,15206400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17506,S56158,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,31.3,26784000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17542,S58410,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,62.59,23414400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17590,S60906,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,65.6,23500800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17952,S69128,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,32.8,21600000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
17994,S69829,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,32.8,35082000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18157,S71721,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,32.0,16765200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18242,S72161,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,65.0,18061200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18275,S72319,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,65.0,20739600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18381,S72944,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,65.0,15296400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18412,S73124,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,32.0,18752400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18780,S76355,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,32.0,16592400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18839,S76988,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,65.0,23846400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18967,S79216,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,16844400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
18993,S79873,0,0,1,0,0,0,0,0,1,1,0,0,0,41,0.0,0,68.25,20127600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19080,S82078,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,20646000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19104,S83439,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,21081600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19236,S89541,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,19609200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19237,S89700,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,19609200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19239,S89799,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,20646000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19241,S90042,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,68.25,20127600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19244,S90233,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,20732400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19247,S90346,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,68.25,22287600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19253,S90458,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,25052400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19285,S91769,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,15894000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19286,S91807,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,17622000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19360,S93406,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,21949200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19433,S94535,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19464,S94992,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,20307600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19502,S95513,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20998800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19542,S95975,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,17974800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19584,S96544,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,16671600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19586,S96551,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,19875600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19601,S96719,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,20134800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19621,S97080,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20048400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19732,S99009,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19781,S99908,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,19.95,19436400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19782,S99923,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,24454800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19832,V10558,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,0,131.0,19785600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19862,V11016,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,0,137.55,17017200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19873,V11113,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,0,137.55,15634800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19966,V16430,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,2,143.0,26348400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19978,V17815,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,5,148.0,15724800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
19997,V17985,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,5,148.0,22201200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
20003,V18037,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,10,370.0,18486000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
20020,V18888,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,5,155.0,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
20021,V18992,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,3,159.0,15980400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
20038,V19246,0,0,1,0,0,0,0,0,1,1,0,0,0,142,0.0,3,159.0,16160400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
24178,A28268,0,0,1,0,0,1,0,0,0,1,0,0,0,157,36.0,0,36.0,18493200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
26816,A4130,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,27907200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
27956,A4976,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,26092800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
27972,A5038,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,21423600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
28485,A7197,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,21596400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
28808,A8664,0,0,1,0,0,1,0,0,0,1,0,0,0,157,36.0,0,36.0,17362800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
28839,A8836,0,0,1,0,0,1,0,0,0,1,0,0,0,157,36.0,0,36.0,17449200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
29300,C15824,0,0,1,0,0,1,0,0,0,1,0,0,0,181,19.95,0,19.95,32054400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
29871,N102003,0,0,1,0,0,1,0,0,0,1,0,0,0,157,46.0,0,35.0,21517200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
31048,N30948,0,0,1,0,0,1,0,0,0,1,0,0,0,157,31.3,0,31.3,31622400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
31083,N31331,0,0,1,0,0,1,0,0,0,1,0,0,0,157,31.3,0,31.3,31622400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
31126,N31817,0,0,1,0,0,1,0,0,0,1,0,0,0,157,32.8,0,31.3,31795200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
31892,N40154,0,0,1,0,0,1,0,0,0,1,0,0,0,157,32.8,0,32.8,32486400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
33668,N56152,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,50461200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
33794,N56956,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,50547600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
34218,N59868,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,48560400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
35028,N65252,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,55900800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
35673,N69139,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,15721200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
35682,N69179,0,0,1,0,0,1,0,0,0,1,0,0,0,157,33.6,0,33.6,15980400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
36407,N74143,0,0,1,0,0,1,0,0,0,1,0,0,0,157,46.0,0,35.0,15642000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
36629,N76004,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,37843200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
37180,N78507,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,23072400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
37297,N78869,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,52966800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
37955,N81031,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,48128400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
38466,N84044,0,0,1,0,0,1,0,0,0,1,0,0,0,7,21.0,0,21.0,16160400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
38470,N84053,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,33091200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
38957,N86342,0,0,1,0,0,1,0,0,0,1,0,0,0,7,21.0,0,21.0,15634800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
39718,N89664,0,0,1,0,0,1,0,0,0,1,0,0,0,157,70.0,0,35.0,83113200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
39895,N90317,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,15721200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
40718,N94104,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,82515600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
40991,N95441,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,81824400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41006,N95472,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,82342800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41079,N95796,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,18320400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41106,N95973,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,81133200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41120,N96036,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,81392400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41198,N96357,0,0,1,0,0,1,0,0,0,1,0,0,0,157,35.0,0,35.0,81133200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
41439,N97409,0,0,1,0,0,1,0,0,0,1,0,0,0,157,46.0,0,35.0,17197200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
46190,S122832,0,0,1,0,0,1,0,0,0,1,0,0,0,181,22.0,0,22.0,27385200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
47274,S129040,0,0,1,0,0,1,0,0,0,1,0,0,0,158,87.5,0,74.0,55036800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
47908,S132411,0,0,1,0,0,1,0,0,0,1,0,0,0,181,22.0,0,22.0,18572400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
48858,S137223,0,0,1,0,0,1,0,0,0,0,1,0,0,158,78.0,0,78.0,45018000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
48907,S137444,0,0,1,0,0,1,0,0,0,1,0,0,0,158,38.0,0,38.0,66355200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
49602,S140883,0,0,1,0,0,1,0,0,0,1,0,0,0,157,38.0,0,38.0,61862400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
50214,S143780,0,0,1,0,0,1,0,0,0,1,0,0,0,158,78.0,0,78.0,60393600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
50234,S143882,0,0,1,0,0,1,0,0,0,1,0,0,0,7,38.0,0,38.0,60393600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
51920,S153395,0,0,1,0,0,1,0,0,0,1,0,0,0,7,23.0,0,23.0,29030400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
51930,S153425,0,0,1,0,0,1,0,0,0,1,0,0,0,157,38.0,0,38.0,25833600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
52279,S155015,0,0,1,0,0,1,0,0,0,1,0,0,0,7,38.0,0,38.0,18399600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
52708,S157146,0,0,1,0,0,1,0,0,0,1,0,0,0,7,23.0,0,23.0,30412800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
52713,S157169,0,0,1,0,0,1,0,0,0,1,0,0,0,7,23.0,0,23.0,30326400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
53517,S162264,0,0,1,0,0,1,0,0,0,1,0,0,0,158,78.0,0,78.0,15980400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
58767,S43271,0,0,1,0,0,1,0,0,0,1,0,0,0,158,31.3,0,31.3,31622400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
61840,S65685,0,0,1,0,0,1,0,0,0,1,0,0,0,7,39.51,0,32.8,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
61946,S66319,0,0,1,0,0,1,0,0,0,1,0,0,0,7,32.8,0,32.8,15375600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
62587,S70752,0,0,1,0,0,1,0,0,0,1,0,0,0,158,32.8,0,32.8,32054400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
64178,S82413,0,0,1,0,0,1,0,0,0,1,0,0,0,158,33.6,0,33.6,23760000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
65162,S88813,0,0,1,0,0,1,0,0,0,1,0,0,0,7,33.6,0,33.6,31968000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
65251,S89390,0,0,1,0,0,1,0,0,0,1,0,0,0,158,44.6,0,33.6,15210000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
66758,A10561,0,0,1,0,0,1,0,0,1,1,0,0,0,7,35.0,0,22.0,19357200.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66760,A11246,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,20998800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66761,A11443,0,0,1,0,0,1,0,0,1,1,0,0,0,157,54.6,0,36.0,20739600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66765,A14217,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,37065600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66776,A2341,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,26352000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66777,A24039,0,0,1,0,0,1,0,0,1,1,0,0,0,157,54.6,0,36.0,15807600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66779,A244,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,25747200.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66782,A25007,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,16239600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66785,A253,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,23328000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66787,A25435,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,22208400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66788,A255,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,15728400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66789,A2576,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,19958400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66791,A2650,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,23846400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66793,A26736,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.5,0,36.0,59788800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66794,A26825,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.5,0,36.0,57542400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66795,A26992,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.5,0,36.0,56851200.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66798,A2831,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,20044800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66800,A28645,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,19270800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66801,A28835,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.0,0,36.0,17456400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66803,A294,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,15728400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66811,A35771,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,24451200.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66812,A37624,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.5,0,36.0,17103600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66813,A37625,0,0,1,0,0,1,0,0,1,1,0,0,0,157,49.5,0,36.0,28508400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66814,A38292,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,24282000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66820,A40103,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,24537600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66821,A40667,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,16502400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66825,A41029,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,24364800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66826,A41419,0,0,1,0,0,1,0,0,1,1,0,0,0,7,36.5,0,23.0,24969600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66830,A43817,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.5,0,38.0,18144000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66835,A5301,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,17708400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66836,A540,0,0,1,0,0,1,0,0,1,1,0,0,0,157,51.6,0,35.0,22896000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66841,A5469,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,16326000.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66844,A5638,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,20127600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66846,A5869,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,17967600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66851,A5998,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,15202800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66853,A6049,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,17362800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66855,A6058,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,15634800.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66861,A6145,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,16844400.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66863,A6181,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,17967600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
66864,A6186,0,0,1,0,0,1,0,0,1,1,0,0,0,157,46.0,0,35.0,21855600.0,0,0,0,0,0,0,1,1,0,222011.7873383694,22112372626.470123
