,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:dismissal@4,event:dismissal@@,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:dismissal@Z,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
48674,S70738,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,124416000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48684,S70777,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,181,0.0,0,15.16,39.0,128476800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48693,S70806,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,127785600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48695,S70820,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,127267200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48696,S70822,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,127267200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48700,S70827,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,126489600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48703,S70834,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,125712000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48704,S70835,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,125712000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48706,S70842,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,130.0,120531600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48729,S70993,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,123984000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48732,S71012,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,123638400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48737,S71031,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,122518800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48742,S71045,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,122000400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48746,S71063,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,122691600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48747,S71068,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,122346000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48748,S71073,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,121914000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48751,S71092,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,111286800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48764,S71165,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,103248000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48765,S71167,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,102297600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48772,S71180,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,101520000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48776,S71221,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,121222800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48778,S71231,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,120013200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48785,S71316,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,119581200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48788,S71335,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,118717200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48789,S71340,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118285200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48793,S71365,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,119494800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48799,S71430,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,116038800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48803,S71454,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,120186000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48826,S71614,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,20.32,65.5,120099600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48827,S71626,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,119581200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48841,S71695,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,117421200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48842,S71713,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,119062800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48847,S71752,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,120618000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48851,S71791,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,119062800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48852,S71800,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,171,0.0,0,15.16,64.0,118630800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48856,S71827,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,171,0.0,0,10.0,64.0,119235600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48858,S71842,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118026000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48859,S71846,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,117594000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48860,S71855,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,43,0.0,0,10.0,65.5,120272400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48861,S71860,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,43,0.0,0,10.0,65.5,120013200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48862,S71862,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,120013200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48867,S71899,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118890000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48870,S71906,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,41,0.0,0,10.0,131.0,120013200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48877,S71953,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,119926800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48880,S71961,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48881,S71963,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48887,S72016,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,20.32,65.5,119062800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48889,S72042,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,116902800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48891,S72060,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,118112400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48892,S72063,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,117507600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48899,S72096,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,116816400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48911,S72198,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,171,0.0,0,15.16,64.0,119149200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48919,S72258,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,181,0.0,0,15.16,39.0,119408400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48920,S72272,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,118544400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48926,S72304,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,120618000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48938,S72410,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,119840400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48946,S72453,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118544400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48970,S72604,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,114829200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48971,S72605,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,114829200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48973,S72614,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,20.32,65.5,114138000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48981,S72657,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,119322000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
48992,S72713,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,118803600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49003,S72744,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,43,0.0,0,10.0,65.5,118198800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49004,S72746,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,118198800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49005,S72747,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118198800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49006,S72762,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,118026000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49011,S72800,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116038800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49016,S72828,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,111200400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49019,S72833,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,111114000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49031,S72960,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,115606800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49036,S72973,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,115434000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49040,S72983,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,115261200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49054,S73065,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116730000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49056,S73075,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49061,S73090,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,115693200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49067,S73097,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,115520400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49069,S73100,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,115174800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49074,S73127,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,20.32,65.5,116816400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49077,S73136,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,116730000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49079,S73150,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49080,S73151,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,117162000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49084,S73187,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,116384400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49089,S73211,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49093,S73221,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,115779600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49095,S73228,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,115693200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49097,S73240,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,115434000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49102,S73266,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,116902800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49103,S73274,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116816400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49104,S73281,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116643600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49105,S73291,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,116038800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49106,S73293,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,116038800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49107,S73298,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,115606800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49108,S73308,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,115779600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49111,S73317,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,115606800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49112,S73318,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,115434000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49114,S73321,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,115088400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49115,S73322,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,115088400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49116,S73324,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,115002000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49117,S73326,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,114915600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49121,S73330,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,114915600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49128,S73354,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116384400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49129,S73362,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,116298000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49133,S73379,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,114138000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49137,S73393,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,113619600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49141,S73423,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,115866000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49153,S73499,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,114915600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49158,S73529,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,115779600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49160,S73538,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,115693200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49165,S73555,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,131.0,117421200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49169,S73569,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,131.0,116989200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49173,S73588,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,115606800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49177,S73603,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,116730000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49184,S73636,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,115088400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49191,S73685,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,20.32,65.5,115434000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49201,S73760,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,116384400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49212,S73799,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,114829200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49214,S73812,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,115779600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
49223,S73869,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,65.5,116125200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
